"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_남_10~19세","2023년10월_남_20~29세","2023년10월_남_30~39세","2023년10월_남_40~49세","2023년10월_남_50~59세","2023년10월_남_60~69세","2023년10월_남_70~79세","2023년10월_남_80~89세","2023년10월_남_90~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년10월_여_10~19세","2023년10월_여_20~29세","2023년10월_여_30~39세","2023년10월_여_40~49세","2023년10월_여_50~59세","2023년10월_여_60~69세","2023년10월_여_70~79세","2023년10월_여_80~89세","2023년10월_여_90~99세","2023년10월_여_100세 이상"
"부산광역시 서구 암남동(2614068000)","15,083","15,083","812","1,098","1,737","1,543","1,997","2,506","2,981","1,621","691","97","0","7,297","7,297","433","556","882","789","1,048","1,195","1,408","707","261","18","0","7,786","7,786","379","542","855","754","949","1,311","1,573","914","430","79","0"
"부산광역시 동구 (2617000000)","88,008","88,008","4,003","4,713","9,416","11,031","11,492","14,120","16,136","10,882","5,543","658","14","42,895","42,895","2,057","2,426","4,571","5,797","6,207","7,327","7,662","4,726","1,962","155","5","45,113","45,113","1,946","2,287","4,845","5,234","5,285","6,793","8,474","6,156","3,581","503","9"
"부산광역시 동구 초량제1동(2617051000)","4,855","4,855","129","256","653","554","637","821","880","609","289","27","0","2,443","2,443","56","130","321","315","359","461","425","264","107","5","0","2,412","2,412","73","126","332","239","278","360","455","345","182","22","0"
"부산광역시 동구 초량제2동(2617052000)","5,314","5,314","121","232","515","491","622","906","1,126","852","391","57","1","2,623","2,623","65","125","240","290","345","496","542","370","136","13","1","2,691","2,691","56","107","275","201","277","410","584","482","255","44","0"
"부산광역시 동구 초량제3동(2617053000)","12,518","12,518","1,158","828","1,716","2,354","2,087","1,761","1,487","737","338","48","4","6,067","6,067","601","436","722","1,133","1,081","885","739","330","122","16","2","6,451","6,451","557","392","994","1,221","1,006","876","748","407","216","32","2"
"부산광역시 동구 초량제6동(2617055000)","5,450","5,450","112","326","455","424","628","914","1,126","887","508","69","1","2,648","2,648","56","174","253","238","330","496","525","380","179","17","0","2,802","2,802","56","152","202","186","298","418","601","507","329","52","1"
"부산광역시 동구 수정제1동(2617056000)","3,952","3,952","150","282","432","359","536","639","699","560","258","37","0","1,886","1,886","82","136","223","184","277","343","298","231","103","9","0","2,066","2,066","68","146","209","175","259","296","401","329","155","28","0"
"부산광역시 동구 수정제2동(2617057000)","9,219","9,219","325","501","895","1,069","1,099","1,501","1,842","1,313","615","59","0","4,385","4,385","168","263","408","573","585","751","839","568","219","11","0","4,834","4,834","157","238","487","496","514","750","1,003","745","396","48","0"
"부산광역시 동구 수정제4동(2617059000)","3,561","3,561","64","144","278","251","343","613","756","647","423","42","0","1,738","1,738","37","77","162","134","206","330","389","253","138","12","0","1,823","1,823","27","67","116","117","137","283","367","394","285","30","0"
"부산광역시 동구 수정제5동(2617060000)","4,863","4,863","93","273","412","322","544","840","1,040","845","435","58","1","2,330","2,330","54","146","224","189","282","453","462","359","152","9","0","2,533","2,533","39","127","188","133","262","387","578","486","283","49","1"
"부산광역시 동구 좌천동(2617064500)","11,384","11,384","459","585","1,218","1,286","1,446","1,870","2,170","1,482","787","78","3","5,494","5,494","226","307","633","664","787","907","1,038","629","286","16","1","5,890","5,890","233","278","585","622","659","963","1,132","853","501","62","2"
"부산광역시 동구 범일제1동(2617065000)","11,031","11,031","274","499","1,034","1,092","1,244","1,821","2,481","1,590","894","101","1","5,383","5,383","143","244","534","591","709","970","1,152","706","308","25","1","5,648","5,648","131","255","500","501","535","851","1,329","884","586","76","0"
"부산광역시 동구 범일제2동(2617066000)","7,575","7,575","298","333","954","1,071","970","1,331","1,469","769","338","42","0","3,803","3,803","155","167","441","569","527","700","732","366","129","17","0","3,772","3,772","143","166","513","502","443","631","737","403","209","25","0"
"부산광역시 동구 범일제5동(2617068000)","8,286","8,286","820","454","854","1,758","1,336","1,103","1,060","591","267","40","3","4,095","4,095","414","221","410","917","719","535","521","270","83","5","0","4,191","4,191","406","233","444","841","617","568","539","321","184","35","3"
"부산광역시 영도구 (2620000000)","106,816","106,816","4,397","6,718","9,878","9,678","13,695","17,694","22,131","14,756","7,077","772","20","52,462","52,462","2,236","3,429","5,421","5,243","7,150","9,123","10,635","6,469","2,587","167","2","54,354","54,354","2,161","3,289","4,457","4,435","6,545","8,571","11,496","8,287","4,490","605","18"
"부산광역시 영도구 남항동(2620053000)","10,358","10,358","322","457","923","933","1,257","1,764","2,252","1,552","800","97","1","5,158","5,158","171","225","483","515","704","978","1,109","667","284","22","0","5,200","5,200","151","232","440","418","553","786","1,143","885","516","75","1"
"부산광역시 영도구 영선제1동(2620054000)","3,720","3,720","150","211","321","302","438","605","847","557","255","33","1","1,765","1,765","72","108","165","155","227","294","374","251","110","9","0","1,955","1,955","78","103","156","147","211","311","473","306","145","24","1"
"부산광역시 영도구 영선제2동(2620055000)","7,589","7,589","280","455","678","665","873","1,253","1,580","1,169","571","64","1","3,683","3,683","150","236","373","365","455","612","754","488","238","12","0","3,906","3,906","130","219","305","300","418","641","826","681","333","52","1"
"부산광역시 영도구 신선동(2620058500)","7,446","7,446","136","348","542","482","809","1,300","1,681","1,332","738","78","0","3,710","3,710","74","177","301","295","454","750","844","546","256","13","0","3,736","3,736","62","171","241","187","355","550","837","786","482","65","0"
"부산광역시 영도구 봉래제1동(2620059000)","6,324","6,324","248","364","530","572","816","961","1,432","913","429","57","2","3,132","3,132","126","195","287","317","455","506","676","408","149","12","1","3,192","3,192","122","169","243","255","361","455","756","505","280","45","1"
"부산광역시 영도구 봉래제2동(2620060500)","7,384","7,384","440","494","605","729","1,065","1,228","1,307","951","526","38","1","3,577","3,577","212","242","322","391","545","629","618","404","203","11","0","3,807","3,807","228","252","283","338","520","599","689","547","323","27","1"
"부산광역시 영도구 청학제1동(2620063000)","5,569","5,569","240","361","431","466","788","868","1,159","812","401","43","0","2,717","2,717","125","198","223","235","416","465","568","328","151","8","0","2,852","2,852","115","163","208","231","372","403","591","484","250","35","0"
"부산광역시 영도구 청학제2동(2620064000)","16,861","16,861","756","1,247","1,534","1,555","2,295","2,875","3,377","2,156","959","105","2","8,316","8,316","366","647","848","865","1,150","1,478","1,591","1,001","357","13","0","8,545","8,545","390","600","686","690","1,145","1,397","1,786","1,155","602","92","2"
"부산광역시 영도구 동삼제1동(2620065000)","27,657","27,657","1,272","2,031","2,966","2,718","3,635","4,694","5,474","3,236","1,459","166","6","13,464","13,464","640","1,041","1,617","1,428","1,805","2,284","2,634","1,443","529","43","0","14,193","14,193","632","990","1,349","1,290","1,830","2,410","2,840","1,793","930","123","6"
"부산광역시 영도구 동삼제2동(2620066000)","4,938","4,938","348","348","698","579","752","705","756","534","199","18","1","2,550","2,550","182","162","432","298","411","366","368","254","68","8","1","2,388","2,388","166","186","266","281","341","339","388","280","131","10","0"
"부산광역시 영도구 동삼제3동(2620067000)","8,970","8,970","205","402","650","677","967","1,441","2,266","1,544","740","73","5","4,390","4,390","118","198","370","379","528","761","1,099","679","242","16","0","4,580","4,580","87","204","280","298","439","680","1,167","865","498","57","5"
"부산광역시 부산진구 (2623000000)","359,329","359,329","19,608","24,018","49,700","49,962","49,837","55,952","59,197","33,553","15,695","1,773","34","172,612","172,612","9,998","12,144","23,590","25,501","25,303","27,219","27,688","14,911","5,823","428","7","186,717","186,717","9,610","11,874","26,110","24,461","24,534","28,733","31,509","18,642","9,872","1,345","27"
"부산광역시 부산진구 부전제1동(2623051000)","15,783","15,783","546","500","3,754","2,662","1,691","2,224","2,420","1,311","603","71","1","7,847","7,847","269","243","1,583","1,428","946","1,240","1,273","629","220","16","0","7,936","7,936","277","257","2,171","1,234","745","984","1,147","682","383","55","1"
"부산광역시 부산진구 부전제2동(2623052000)","11,496","11,496","661","505","2,752","2,209","1,560","1,547","1,365","608","253","34","2","5,660","5,660","354","260","1,223","1,158","849","764","672","277","95","8","0","5,836","5,836","307","245","1,529","1,051","711","783","693","331","158","26","2"
"부산광역시 부산진구 연지동(2623054000)","25,765","25,765","2,163","2,248","2,271","3,298","4,086","3,984","4,099","2,393","1,098","123","2","12,270","12,270","1,097","1,147","1,153","1,649","1,964","1,907","1,829","1,055","439","29","1","13,495","13,495","1,066","1,101","1,118","1,649","2,122","2,077","2,270","1,338","659","94","1"
"부산광역시 부산진구 초읍동(2623055000)","20,755","20,755","1,028","1,458","1,822","2,018","2,826","3,405","3,969","2,777","1,307","143","2","9,995","9,995","541","816","949","1,030","1,425","1,709","1,763","1,213","511","37","1","10,760","10,760","487","642","873","988","1,401","1,696","2,206","1,564","796","106","1"
"부산광역시 부산진구 양정제1동(2623056000)","19,142","19,142","918","1,277","2,567","2,375","2,563","3,359","3,210","1,830","920","120","3","8,926","8,926","460","646","1,233","1,169","1,272","1,570","1,458","768","306","44","0","10,216","10,216","458","631","1,334","1,206","1,291","1,789","1,752","1,062","614","76","3"
"부산광역시 부산진구 양정제2동(2623057000)","13,828","13,828","797","632","2,918","2,770","1,910","1,680","1,600","983","493","44","1","6,386","6,386","378","288","1,136","1,309","1,005","864","768","427","200","10","1","7,442","7,442","419","344","1,782","1,461","905","816","832","556","293","34","0"
"부산광역시 부산진구 전포제1동(2623060000)","20,917","20,917","1,265","1,188","4,414","4,185","2,974","2,556","2,256","1,310","682","85","2","10,028","10,028","664","602","1,913","2,125","1,523","1,262","1,082","579","258","19","1","10,889","10,889","601","586","2,501","2,060","1,451","1,294","1,174","731","424","66","1"
"부산광역시 부산진구 전포제2동(2623061000)","23,372","23,372","1,146","1,306","3,434","3,834","3,191","3,263","3,616","2,305","1,153","122","2","10,937","10,937","596","645","1,576","1,938","1,543","1,565","1,617","980","448","29","0","12,435","12,435","550","661","1,858","1,896","1,648","1,698","1,999","1,325","705","93","2"
"부산광역시 부산진구 부암제1동(2623064000)","23,552","23,552","1,725","1,864","2,640","3,372","3,723","3,743","3,534","1,974","862","112","3","11,408","11,408","923","956","1,281","1,659","1,853","1,816","1,670","904","319","25","2","12,144","12,144","802","908","1,359","1,713","1,870","1,927","1,864","1,070","543","87","1"
"부산광역시 부산진구 부암제3동(2623066000)","16,528","16,528","791","1,718","1,673","1,373","2,475","3,049","3,078","1,580","721","69","1","8,073","8,073","412","846","936","709","1,189","1,485","1,501","703","282","10","0","8,455","8,455","379","872","737","664","1,286","1,564","1,577","877","439","59","1"
"부산광역시 부산진구 당감제1동(2623067000)","21,583","21,583","827","1,667","2,298","2,081","2,843","3,994","4,289","2,316","1,118","147","3","10,291","10,291","408","873","1,215","1,116","1,411","1,843","2,016","1,004","368","37","0","11,292","11,292","419","794","1,083","965","1,432","2,151","2,273","1,312","750","110","3"
"부산광역시 부산진구 당감제2동(2623068000)","10,688","10,688","734","725","1,209","1,638","1,586","1,513","1,777","1,023","450","33","0","5,082","5,082","350","366","564","849","800","736","767","458","179","13","0","5,606","5,606","384","359","645","789","786","777","1,010","565","271","20","0"
"부산광역시 부산진구 당감제4동(2623070000)","10,731","10,731","537","812","1,012","1,115","1,483","2,038","2,031","1,119","532","51","1","5,179","5,179","281","399","525","561","770","964","988","486","195","10","0","5,552","5,552","256","413","487","554","713","1,074","1,043","633","337","41","1"
"부산광역시 부산진구 가야제1동(2623071000)","17,245","17,245","573","1,051","2,569","1,843","2,264","2,771","3,321","1,928","849","76","0","8,704","8,704","285","546","1,430","1,013","1,259","1,415","1,567","877","299","13","0","8,541","8,541","288","505","1,139","830","1,005","1,356","1,754","1,051","550","63","0"
"부산광역시 부산진구 가야제2동(2623072000)","18,299","18,299","1,119","1,436","2,013","2,202","2,537","2,882","3,217","1,984","814","91","4","8,858","8,858","561","713","1,080","1,135","1,268","1,371","1,457","913","336","24","0","9,441","9,441","558","723","933","1,067","1,269","1,511","1,760","1,071","478","67","4"
"부산광역시 부산진구 개금제1동(2623074000)","18,259","18,259","1,204","1,132","3,263","2,884","2,678","2,689","2,400","1,327","622","59","1","8,838","8,838","599","552","1,475","1,515","1,399","1,308","1,124","602","248","16","0","9,421","9,421","605","580","1,788","1,369","1,279","1,381","1,276","725","374","43","1"
"부산광역시 부산진구 개금제2동(2623075000)","10,229","10,229","429","737","1,328","975","1,279","1,741","1,950","1,178","562","49","1","4,924","4,924","211","363","686","550","642","843","902","522","198","7","0","5,305","5,305","218","374","642","425","637","898","1,048","656","364","42","1"
"부산광역시 부산진구 개금제3동(2623076000)","27,147","27,147","1,388","2,206","2,866","2,925","3,673","4,814","5,453","2,524","1,130","165","3","13,010","13,010","727","1,091","1,497","1,449","1,837","2,273","2,572","1,150","378","35","1","14,137","14,137","661","1,115","1,369","1,476","1,836","2,541","2,881","1,374","752","130","2"
"부산광역시 부산진구 범천제1동(2623077000)","12,324","12,324","470","469","2,500","2,544","1,551","1,646","1,668","913","502","60","1","5,745","5,745","226","229","1,031","1,291","787","800","779","400","180","22","0","6,579","6,579","244","240","1,469","1,253","764","846","889","513","322","38","1"
"부산광역시 부산진구 범천제2동(2623078000)","21,686","21,686","1,287","1,087","2,397","3,659","2,944","3,054","3,944","2,170","1,024","119","1","10,451","10,451","656","563","1,104","1,848","1,561","1,484","1,883","964","364","24","0","11,235","11,235","631","524","1,293","1,811","1,383","1,570","2,061","1,206","660","95","1"
"부산광역시 동래구 (2626000000)","271,670","271,670","18,472","25,519","28,730","31,731","43,529","43,829","43,264","24,904","10,418","1,247","27","131,356","131,356","9,492","13,251","14,696","15,979","21,264","21,145","19,843","11,303","4,099","282","2","140,314","140,314","8,980","12,268","14,034","15,752","22,265","22,684","23,421","13,601","6,319","965","25"
